event_message,id,identifier,method,path,search,status_code,timestamp
GET | 200 | 54.255.213.235 | 9c87d42e8e633e5f | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/health | @supabase-infra/mgmt-api/37c3047,2d11a482-99c3-4cd8-89bb-bcde7e8bc05f,grfkmbrhbvcyahflqttl,GET,/auth/v1/health,null,200,1770183579944000
GET | 200 | 211.246.68.200 | 9c87d3ce0a0e3058 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=group&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,751a81cf-1fe5-4503-b4d0-6f812264cc4c,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=group&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183564494000
GET | 200 | 211.246.68.200 | 9c87d3cd8bcde879 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,fb8e289e-7b70-4e9f-bb80-d1fc9fc911f9,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183564411000
GET | 200 | 211.246.68.200 | 9c87d3cd4a7ed5ad | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,79c84919-7ce6-4c5b-b6cc-aaedf943cfea,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183564368000
GET | 200 | 211.246.68.200 | 9c87d3cd2fc4aa7e | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/C_mcp_tools?select=id%2Cname%2Cscope_key%2Cendpoint_path%2Chttp_method%2Cusage_count%2Cdescription%2Cschema_json%2Cversion%2Cprovider_key%2Cvisibility%2Caccess%2Cis_destructive%2Crate_limit_per_min%2Cmasking_rules%2Cconditions%2Cis_active&is_active=eq.true | node,89720e2a-2012-4152-abf4-93ed781ab32c,grfkmbrhbvcyahflqttl,GET,/rest/v1/C_mcp_tools,?select=id%2Cname%2Cscope_key%2Cendpoint_path%2Chttp_method%2Cusage_count%2Cdescription%2Cschema_json%2Cversion%2Cprovider_key%2Cvisibility%2Caccess%2Cis_destructive%2Crate_limit_per_min%2Cmasking_rules%2Cconditions%2Cis_active&is_active=eq.true,200,1770183564354000
GET | 200 | 211.246.68.200 | 9c87d3ccb85f3058 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,4c11676b-356e-4f99-8e1e-c5dd14201fec,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183564287000
GET | 200 | 211.246.68.200 | 9c87d3cc2a90ea19 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/E_ops_review_queue_items?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=50 | node,0a4f33e2-e971-46f8-8b8a-8837fd1397b4,grfkmbrhbvcyahflqttl,GET,/rest/v1/E_ops_review_queue_items,?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=50,200,1770183564194000
GET | 200 | 211.246.68.200 | 9c87d3cbddedd5ad | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/E_ops_review_queue_items?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=1 | node,50cf89cc-2780-4c7e-8da3-e4b8a94b7b2f,grfkmbrhbvcyahflqttl,GET,/rest/v1/E_ops_review_queue_items,?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=1,200,1770183564142000
GET | 200 | 211.246.68.200 | 9c87d3cbdf65e879 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=is_admin&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,90913087-3eb6-467b-8aa8-e1ef0aa51c34,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=is_admin&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183564141000
GET | 200 | 211.246.68.200 | 9c87d3cb6eae3058 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,4da10f13-c22c-411e-961e-5386d69a1a1b,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183564075000
GET | 200 | 211.246.68.200 | 9c87d3cb2a29c441 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=plan%2Cis_admin%2Corg_role%2Corg_id&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,8499e1df-8531-4de5-85dc-76cf1900007d,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=plan%2Cis_admin%2Corg_role%2Corg_id&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183564039000
GET | 200 | 211.246.68.200 | 9c87d3cadd28aa7e | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,f9b11747-9f43-4b18-8c2b-7451b83a1794,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563987000
GET | 200 | 211.246.68.200 | 9c87d3ca9d9aea19 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,56fdf653-7e8f-4a24-9dd9-e2d96e93d4aa,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563943000
GET | 200 | 211.246.68.200 | 9c87d3ca9bede879 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,ad35bdb9-c669-434f-ac31-00e085c2cc07,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563942000
GET | 200 | 211.246.68.200 | 9c87d3c9fcfa3058 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_auth_settings?select=providers%2Cupdated_at&org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=updated_at.desc&limit=20 | node,06dd3e68-7952-4f53-bdef-16a288f79041,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_auth_settings,?select=providers%2Cupdated_at&org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=updated_at.desc&limit=20,200,1770183563841000
GET | 200 | 211.246.68.200 | 9c87d3c9e820d5ad | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/B_bot_agents?select=*&order=created_at.desc&offset=0&limit=100&or=%28org_id.eq.8ad81b6b-3210-40dd-8e00-9a43a4395923%2Corg_id.is.null%29 | node,19f520eb-2817-4d37-b663-a8293ec06608,grfkmbrhbvcyahflqttl,GET,/rest/v1/B_bot_agents,?select=*&order=created_at.desc&offset=0&limit=100&or=%28org_id.eq.8ad81b6b-3210-40dd-8e00-9a43a4395923%2Corg_id.is.null%29,200,1770183563832000
GET | 200 | 211.246.68.200 | 9c87d3c9d939c441 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,789122c2-6b5d-4c6c-bc70-0122c611a033,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563825000
GET | 200 | 211.246.68.200 | 9c87d3c98bacaa7e | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,dd1bf093-5711-44dd-afcd-686263d2fa55,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563776000
GET | 200 | 211.246.68.200 | 9c87d3c95a1aea19 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,9a6ef9be-8bd1-4e78-9f87-8297a22695bb,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563741000
GET | 200 | 211.246.68.200 | 9c87d3c94886e879 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,910595cc-8e71-46b8-adb9-9f5cb11216b8,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563733000
GET | 200 | 211.246.68.200 | 9c87d3c8ab683058 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,acdbc46e-9c6b-4efc-b7db-100e51063a1e,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563634000
GET | 200 | 211.246.68.200 | 9c87d3c8ac12d5ad | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,b2fb2851-c96f-4c83-9a35-8aa149043fbd,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563633000
GET | 200 | 211.246.68.200 | 9c87d3c73ec2c441 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/E_ops_review_queue_items?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=50 | node,9bc7bd7f-1a8a-4da1-b63c-568a60011d62,grfkmbrhbvcyahflqttl,GET,/rest/v1/E_ops_review_queue_items,?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=50,200,1770183563403000
GET | 200 | 211.246.68.200 | 9c87d3c728f1aa7e | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=plan%2Cis_admin%2Corg_role%2Corg_id&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,5b73951a-9d98-4235-8275-35d3b6d0d192,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=plan%2Cis_admin%2Corg_role%2Corg_id&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563398000
GET | 200 | 211.246.68.200 | 9c87d3c6d9c8e879 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,50a6f72e-df2a-4dbc-b2e4-53c2506c0f59,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563346000
GET | 200 | 211.246.68.200 | 9c87d3c6da8eea19 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,e1b821bf-b329-4e6d-a818-efff9346df9d,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563345000
GET | 200 | 211.246.68.200 | 9c87d3c5edccc441 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,d42d76d3-8d65-4085-ad69-e0a332940540,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183563193000
GET | 200 | 211.246.68.200 | 9c87d3c5bf5faa7e | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,5d3d74a1-6f58-4382-9281-cd3082fb555d,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183563161000
GET | 200 | 211.246.68.200 | 9c87d3c51d18e879 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_auth_settings?select=providers%2Cupdated_at&org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=updated_at.desc&limit=20 | node,bb508f09-5d3f-4992-9b32-c3ff5df2f6a6,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_auth_settings,?select=providers%2Cupdated_at&org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=updated_at.desc&limit=20,200,1770183563073000
GET | 200 | 211.246.68.200 | 9c87d3c51d60ea19 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/E_ops_review_queue_items?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=1 | node,2fb381b4-b2fa-4e6a-a0b7-9d6b31afd31c,grfkmbrhbvcyahflqttl,GET,/rest/v1/E_ops_review_queue_items,?select=*%2CD_conv_sessions%21inner%28id%2Corg_id%29&D_conv_sessions.org_id=eq.8ad81b6b-3210-40dd-8e00-9a43a4395923&order=created_at.desc&offset=0&limit=1,200,1770183563063000
GET | 200 | 211.246.68.200 | 9c87d3c50835d5ad | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/C_mcp_tools?select=id%2Cname%2Cscope_key%2Cendpoint_path%2Chttp_method%2Cusage_count%2Cdescription%2Cschema_json%2Cversion%2Cprovider_key%2Cvisibility%2Caccess%2Cis_destructive%2Crate_limit_per_min%2Cmasking_rules%2Cconditions%2Cis_active&is_active=eq.true | node,f6ff4788-be4b-468b-aa4c-44af3fbdb1b5,grfkmbrhbvcyahflqttl,GET,/rest/v1/C_mcp_tools,?select=id%2Cname%2Cscope_key%2Cendpoint_path%2Chttp_method%2Cusage_count%2Cdescription%2Cschema_json%2Cversion%2Cprovider_key%2Cvisibility%2Caccess%2Cis_destructive%2Crate_limit_per_min%2Cmasking_rules%2Cconditions%2Cis_active&is_active=eq.true,200,1770183563053000
GET | 200 | 211.246.68.200 | 9c87d3c4bef73058 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/B_bot_knowledge_bases?select=*&order=created_at.desc&offset=0&limit=100&or=%28org_id.eq.8ad81b6b-3210-40dd-8e00-9a43a4395923%2Corg_id.is.null%29 | node,c0790fbc-3c33-4460-a604-02034b5a9377,grfkmbrhbvcyahflqttl,GET,/rest/v1/B_bot_knowledge_bases,?select=*&order=created_at.desc&offset=0&limit=100&or=%28org_id.eq.8ad81b6b-3210-40dd-8e00-9a43a4395923%2Corg_id.is.null%29,200,1770183563004000
GET | 200 | 211.246.68.200 | 9c87d3c48cd9c441 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,a2e8d42e-043a-450d-a527-fb40d8aa8167,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183562973000
GET | 200 | 211.246.68.200 | 9c87d3c41daaaa7e | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/B_bot_agents?select=*&order=created_at.desc&offset=0&limit=100&or=%28org_id.eq.8ad81b6b-3210-40dd-8e00-9a43a4395923%2Corg_id.is.null%29 | node,e348cb74-1817-4587-b272-2fa2fedf1926,grfkmbrhbvcyahflqttl,GET,/rest/v1/B_bot_agents,?select=*&order=created_at.desc&offset=0&limit=100&or=%28org_id.eq.8ad81b6b-3210-40dd-8e00-9a43a4395923%2Corg_id.is.null%29,200,1770183562905000
GET | 200 | 211.246.68.200 | 9c87d3c3b99fea19 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,f5ad06fc-2931-4754-b55e-8b62773bb073,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562844000
GET | 200 | 211.246.68.200 | 9c87d3c3b937e879 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=is_admin&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,88c83e00-aeb8-47e3-948e-3bd2f59a8a13,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=is_admin&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562843000
GET | 200 | 211.246.68.200 | 9c87d3c37b50d5ad | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,133c0779-f076-4d74-bb4d-8f28778407aa,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562812000
GET | 200 | 211.246.68.200 | 9c87d3c35da33058 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=group&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,cab65742-32e4-47f6-83d0-6c5ee4aa7179,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=group&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562786000
GET | 200 | 211.246.68.200 | 9c87d3c2aba1c441 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=plan%2Cis_admin%2Corg_role%2Corg_id&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,a622ce8b-0155-4f6f-9dab-76ce3c492d78,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=plan%2Cis_admin%2Corg_role%2Corg_id&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562676000
GET | 200 | 211.246.68.200 | 9c87d3c29b67aa7e | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,5ce5e681-b2ba-426a-aded-2a7b75826e95,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562666000
GET | 200 | 211.246.68.200 | 9c87d3c26d65ea19 | https://grfkmbrhbvcyahflqttl.supabase.co/rest/v1/A_iam_user_access_maps?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126 | node,929d8a89-95a0-473b-acc5-da32f4084707,grfkmbrhbvcyahflqttl,GET,/rest/v1/A_iam_user_access_maps,?select=org_id%2Corg_role&user_id=eq.fa7baaa2-806f-4457-88f0-7d29f802d126,200,1770183562634000
GET | 200 | 211.246.68.200 | 9c87d3c26d81e879 | https://grfkmbrhbvcyahflqttl.supabase.co/auth/v1/user | node,23ef3065-7954-4642-8b28-1521d5a28033,grfkmbrhbvcyahflqttl,GET,/auth/v1/user,null,200,1770183562634000
